period;cc_id;item_id;amount_plan
2026-12;5;10;123200
2026-12;5;12;126900
2026-12;5;13;128800
2026-12;5;15;132500
2026-12;5;16;134400
2026-12;5;18;138100
2026-12;5;19;587900
2026-12;5;21;603500
2026-12;5;22;611300
2026-12;5;24;627000
2026-12;5;25;634800
2026-12;6;2;112600
2026-12;6;3;114400
2026-12;6;5;118000
2026-12;6;6;119900
2026-12;6;8;123500
2026-12;6;9;125300
2026-12;6;11;128900
2026-12;6;12;130700
2026-12;6;14;134400
2026-12;6;15;136200
2026-12;6;17;139800
2026-12;6;18;141600
2026-12;6;20;610100
2026-12;6;21;617700
2026-12;6;23;633000
2026-12;6;24;640600
2026-12;7;1;115000
2026-12;7;2;116800
2026-12;7;4;120300
2026-12;7;5;122100
2026-12;7;7;125600
2026-12;7;8;127400
2026-12;7;10;130900
2026-12;7;11;132700
2026-12;7;13;136300
2026-12;7;14;138000
2026-12;7;16;141600
2026-12;7;17;143300
2026-12;7;19;616800
2026-12;7;20;624300
2026-12;7;22;639100
2026-12;7;23;646600
2026-12;7;25;661400
2026-12;8;1;119500
2026-12;8;3;123000
2026-12;8;4;124700
2026-12;8;6;128200
2026-12;8;7;129900
2026-12;8;9;133400
2026-12;8;10;135100
2026-12;8;12;138600
2026-12;8;13;140300
2026-12;8;15;143800
2026-12;8;16;145500
2026-12;8;18;149000
2026-12;8;19;632900
2026-12;8;21;647500
2026-12;8;22;654800
2026-12;8;24;669300
2026-12;8;25;676600
2026-12;9;2;126400
2026-12;9;3;128100
2026-12;9;5;131500
2026-12;9;6;133200
2026-12;9;8;136600
2026-12;9;9;138300
2026-12;9;11;141700
2026-12;9;12;143400
2026-12;9;14;146900
2026-12;9;15;148600
2026-12;9;17;152000
2026-12;9;18;153700
2026-12;9;20;659900
2026-12;9;21;667100
2026-12;9;23;681500
2026-12;9;24;688700
2026-12;10;1;130800
2026-12;10;2;132500
2026-12;10;4;135900
2026-12;10;5;137600
2026-12;10;7;141000
2026-12;10;8;142700
2026-12;10;10;146100
2026-12;10;11;147800
2026-12;10;13;151200
2026-12;10;14;152900
2026-12;10;16;156300
2026-12;10;17;158000
2026-12;10;19;677900
2026-12;10;20;685100
2026-12;10;22;699400
2026-12;10;23;706500
2026-12;10;25;720800
2026-12;11;1;138200
2026-12;11;3;141600
2026-12;11;4;143300
2026-12;11;6;146700
2026-12;11;7;148400
2026-12;11;9;151900
2026-12;11;10;153600
2026-12;11;12;157000
2026-12;11;13;158700
2026-12;11;15;162100
2026-12;11;16;163800
2026-12;11;18;167200
2026-12;11;19;709600
2026-12;11;21;724000
2026-12;11;22;731200
2026-12;11;24;745500
2026-12;11;25;752700
2026-12;12;2;148700
2026-12;12;3;150400
2026-12;12;5;153900
2026-12;12;6;155600
2026-12;12;8;159100
2026-12;12;9;160800
2026-12;12;11;164300
2026-12;12;12;166000
2026-12;12;14;169500
2026-12;12;15;171200
2026-12;12;17;174700
2026-12;12;18;176400
2026-12;12;20;755500
2026-12;12;21;762800
2026-12;12;23;777300
2026-12;12;24;784600
2026-12;13;1;157000
2026-12;13;2;158800
2026-12;13;4;162300
2026-12;13;5;164100
2026-12;13;7;167600
2026-12;13;8;169400
2026-12;13;10;172900
2026-12;13;11;174700
2026-12;13;13;178300
2026-12;13;14;180000
2026-12;13;16;183600
2026-12;13;17;185300
2026-12;13;19;793300
2026-12;13;20;800700
2026-12;13;22;815600
2026-12;13;23;823000
2026-12;13;25;837900
2026-12;14;1;168200
2026-12;14;3;171800
2026-12;14;4;173600
2026-12;14;6;177300
2026-12;14;7;179100
2026-12;14;9;182700
2026-12;14;10;184500
2026-12;14;12;188200
2026-12;14;13;190000
2026-12;14;15;193600
2026-12;14;16;195400
2026-12;14;18;199100
2026-12;14;19;843700
2026-12;14;21;858900
2026-12;14;22;866500
2026-12;14;24;881800
2026-12;14;25;889400
2026-12;15;2;181900
2026-12;15;3;183800
2026-12;15;5;187500
2026-12;15;6;189400
2026-12;15;8;193100
2026-12;15;9;195000
2026-12;15;11;198700
2026-12;15;12;200600
2026-12;15;14;204300
2026-12;15;15;206200
2026-12;15;17;209900
2026-12;15;18;211800
2026-12;15;20;905200
2026-12;15;21;913000
2026-12;15;23;928600
2026-12;15;24;936500
